,static_id,model,persona,score
14380,IFBench_280,qwen3-4b,beginner_teacher,0
14381,IFBench_281,qwen3-4b,beginner_teacher,0
14382,IFBench_282,qwen3-4b,beginner_teacher,0
14383,IFBench_283,qwen3-4b,beginner_teacher,0
14384,IFBench_284,qwen3-4b,beginner_teacher,0
14385,IFBench_285,qwen3-4b,beginner_teacher,0
14386,IFBench_286,qwen3-4b,beginner_teacher,0
14387,IFBench_287,qwen3-4b,beginner_teacher,0
14388,IFBench_288,qwen3-4b,beginner_teacher,0
14389,IFBench_289,qwen3-4b,beginner_teacher,0
14390,IFBench_290,qwen3-4b,beginner_teacher,0
14391,IFBench_291,qwen3-4b,beginner_teacher,0
14392,IFBench_292,qwen3-4b,beginner_teacher,1
14393,IFBench_293,qwen3-4b,beginner_teacher,0
14394,IFBench_294,qwen3-4b,beginner_teacher,0
14395,IFBench_295,qwen3-4b,beginner_teacher,1
14396,IFBench_296,qwen3-4b,beginner_teacher,0
14397,IFBench_297,qwen3-4b,beginner_teacher,0
14398,IFBench_298,qwen3-4b,beginner_teacher,0
14399,IFBench_299,qwen3-4b,beginner_teacher,0
14400,IFBench_0,qwen3-4b,helpful,0
14401,IFBench_1,qwen3-4b,helpful,0
14402,IFBench_2,qwen3-4b,helpful,0
14403,IFBench_3,qwen3-4b,helpful,0
14404,IFBench_4,qwen3-4b,helpful,0
14405,IFBench_5,qwen3-4b,helpful,1
14406,IFBench_6,qwen3-4b,helpful,1
14407,IFBench_7,qwen3-4b,helpful,1
14408,IFBench_8,qwen3-4b,helpful,1
14409,IFBench_9,qwen3-4b,helpful,1
14410,IFBench_10,qwen3-4b,helpful,0
14411,IFBench_11,qwen3-4b,helpful,0
14412,IFBench_12,qwen3-4b,helpful,0
14413,IFBench_13,qwen3-4b,helpful,0
14414,IFBench_14,qwen3-4b,helpful,0
14415,IFBench_15,qwen3-4b,helpful,0
14416,IFBench_16,qwen3-4b,helpful,0
14417,IFBench_17,qwen3-4b,helpful,0
14418,IFBench_18,qwen3-4b,helpful,0
14419,IFBench_19,qwen3-4b,helpful,0
14420,IFBench_20,qwen3-4b,helpful,0
14421,IFBench_21,qwen3-4b,helpful,0
14422,IFBench_22,qwen3-4b,helpful,0
14423,IFBench_23,qwen3-4b,helpful,0
14424,IFBench_24,qwen3-4b,helpful,0
14425,IFBench_25,qwen3-4b,helpful,1
14426,IFBench_26,qwen3-4b,helpful,1
14427,IFBench_27,qwen3-4b,helpful,1
14428,IFBench_28,qwen3-4b,helpful,1
14429,IFBench_29,qwen3-4b,helpful,1
14430,IFBench_30,qwen3-4b,helpful,1
14431,IFBench_31,qwen3-4b,helpful,1
14432,IFBench_32,qwen3-4b,helpful,1
14433,IFBench_33,qwen3-4b,helpful,1
14434,IFBench_34,qwen3-4b,helpful,1
14435,IFBench_35,qwen3-4b,helpful,1
14436,IFBench_36,qwen3-4b,helpful,0
14437,IFBench_37,qwen3-4b,helpful,1
14438,IFBench_38,qwen3-4b,helpful,1
14439,IFBench_39,qwen3-4b,helpful,1
14440,IFBench_40,qwen3-4b,helpful,0
14441,IFBench_41,qwen3-4b,helpful,0
14442,IFBench_42,qwen3-4b,helpful,0
14443,IFBench_43,qwen3-4b,helpful,0
14444,IFBench_44,qwen3-4b,helpful,0
14445,IFBench_45,qwen3-4b,helpful,0
14446,IFBench_46,qwen3-4b,helpful,0
14447,IFBench_47,qwen3-4b,helpful,0
14448,IFBench_48,qwen3-4b,helpful,0
14449,IFBench_49,qwen3-4b,helpful,0
14450,IFBench_50,qwen3-4b,helpful,0
14451,IFBench_51,qwen3-4b,helpful,0
14452,IFBench_52,qwen3-4b,helpful,1
14453,IFBench_53,qwen3-4b,helpful,1
14454,IFBench_54,qwen3-4b,helpful,1
14455,IFBench_55,qwen3-4b,helpful,1
14456,IFBench_56,qwen3-4b,helpful,1
14457,IFBench_57,qwen3-4b,helpful,1
14458,IFBench_58,qwen3-4b,helpful,1
14459,IFBench_59,qwen3-4b,helpful,1
14460,IFBench_60,qwen3-4b,helpful,0
14461,IFBench_61,qwen3-4b,helpful,0
14462,IFBench_62,qwen3-4b,helpful,0
14463,IFBench_63,qwen3-4b,helpful,0
14464,IFBench_64,qwen3-4b,helpful,0
14465,IFBench_65,qwen3-4b,helpful,0
14466,IFBench_66,qwen3-4b,helpful,0
14467,IFBench_67,qwen3-4b,helpful,0
14468,IFBench_68,qwen3-4b,helpful,0
14469,IFBench_69,qwen3-4b,helpful,0
14470,IFBench_70,qwen3-4b,helpful,0
14471,IFBench_71,qwen3-4b,helpful,0
14472,IFBench_72,qwen3-4b,helpful,0
14473,IFBench_73,qwen3-4b,helpful,0
14474,IFBench_74,qwen3-4b,helpful,0
14475,IFBench_75,qwen3-4b,helpful,0
14476,IFBench_76,qwen3-4b,helpful,0
14477,IFBench_77,qwen3-4b,helpful,0
14478,IFBench_78,qwen3-4b,helpful,0
14479,IFBench_79,qwen3-4b,helpful,0
14480,IFBench_80,qwen3-4b,helpful,0
14481,IFBench_81,qwen3-4b,helpful,0
14482,IFBench_82,qwen3-4b,helpful,0
14483,IFBench_83,qwen3-4b,helpful,1
14484,IFBench_84,qwen3-4b,helpful,0
14485,IFBench_85,qwen3-4b,helpful,1
14486,IFBench_86,qwen3-4b,helpful,1
14487,IFBench_87,qwen3-4b,helpful,0
14488,IFBench_88,qwen3-4b,helpful,0
14489,IFBench_89,qwen3-4b,helpful,0
14490,IFBench_90,qwen3-4b,helpful,0
14491,IFBench_91,qwen3-4b,helpful,0
14492,IFBench_92,qwen3-4b,helpful,0
14493,IFBench_93,qwen3-4b,helpful,0
14494,IFBench_94,qwen3-4b,helpful,0
14495,IFBench_95,qwen3-4b,helpful,0
14496,IFBench_96,qwen3-4b,helpful,0
14497,IFBench_97,qwen3-4b,helpful,0
14498,IFBench_98,qwen3-4b,helpful,0
14499,IFBench_99,qwen3-4b,helpful,0
14500,IFBench_100,qwen3-4b,helpful,0
14501,IFBench_101,qwen3-4b,helpful,0
14502,IFBench_102,qwen3-4b,helpful,0
14503,IFBench_103,qwen3-4b,helpful,0
14504,IFBench_104,qwen3-4b,helpful,0
14505,IFBench_105,qwen3-4b,helpful,0
14506,IFBench_106,qwen3-4b,helpful,0
14507,IFBench_107,qwen3-4b,helpful,0
14508,IFBench_108,qwen3-4b,helpful,1
14509,IFBench_109,qwen3-4b,helpful,1
14510,IFBench_110,qwen3-4b,helpful,0
14511,IFBench_111,qwen3-4b,helpful,0
14512,IFBench_112,qwen3-4b,helpful,1
14513,IFBench_113,qwen3-4b,helpful,1
14514,IFBench_114,qwen3-4b,helpful,1
14515,IFBench_115,qwen3-4b,helpful,1
14516,IFBench_116,qwen3-4b,helpful,1
14517,IFBench_117,qwen3-4b,helpful,0
14518,IFBench_118,qwen3-4b,helpful,1
14519,IFBench_119,qwen3-4b,helpful,1
14520,IFBench_120,qwen3-4b,helpful,0
14521,IFBench_121,qwen3-4b,helpful,1
14522,IFBench_122,qwen3-4b,helpful,0
14523,IFBench_123,qwen3-4b,helpful,0
14524,IFBench_124,qwen3-4b,helpful,0
14525,IFBench_125,qwen3-4b,helpful,0
14526,IFBench_126,qwen3-4b,helpful,1
14527,IFBench_127,qwen3-4b,helpful,1
14528,IFBench_128,qwen3-4b,helpful,1
14529,IFBench_129,qwen3-4b,helpful,1
14530,IFBench_130,qwen3-4b,helpful,1
14531,IFBench_131,qwen3-4b,helpful,1
14532,IFBench_132,qwen3-4b,helpful,1
14533,IFBench_133,qwen3-4b,helpful,0
14534,IFBench_134,qwen3-4b,helpful,1
14535,IFBench_135,qwen3-4b,helpful,0
14536,IFBench_136,qwen3-4b,helpful,0
14537,IFBench_137,qwen3-4b,helpful,0
14538,IFBench_138,qwen3-4b,helpful,1
14539,IFBench_139,qwen3-4b,helpful,0
14540,IFBench_140,qwen3-4b,helpful,1
14541,IFBench_141,qwen3-4b,helpful,0
14542,IFBench_142,qwen3-4b,helpful,1
14543,IFBench_143,qwen3-4b,helpful,0
14544,IFBench_144,qwen3-4b,helpful,0
14545,IFBench_145,qwen3-4b,helpful,0
14546,IFBench_146,qwen3-4b,helpful,0
14547,IFBench_147,qwen3-4b,helpful,0
14548,IFBench_148,qwen3-4b,helpful,0
14549,IFBench_149,qwen3-4b,helpful,0
14550,IFBench_150,qwen3-4b,helpful,0
14551,IFBench_151,qwen3-4b,helpful,0
14552,IFBench_152,qwen3-4b,helpful,0
14553,IFBench_153,qwen3-4b,helpful,0
14554,IFBench_154,qwen3-4b,helpful,0
14555,IFBench_155,qwen3-4b,helpful,0
14556,IFBench_156,qwen3-4b,helpful,0
14557,IFBench_157,qwen3-4b,helpful,0
14558,IFBench_158,qwen3-4b,helpful,0
14559,IFBench_159,qwen3-4b,helpful,0
14560,IFBench_160,qwen3-4b,helpful,0
14561,IFBench_161,qwen3-4b,helpful,0
14562,IFBench_162,qwen3-4b,helpful,0
14563,IFBench_163,qwen3-4b,helpful,0
14564,IFBench_164,qwen3-4b,helpful,0
14565,IFBench_165,qwen3-4b,helpful,0
14566,IFBench_166,qwen3-4b,helpful,0
14567,IFBench_167,qwen3-4b,helpful,0
14568,IFBench_168,qwen3-4b,helpful,0
14569,IFBench_169,qwen3-4b,helpful,0
14570,IFBench_170,qwen3-4b,helpful,0
14571,IFBench_171,qwen3-4b,helpful,0
14572,IFBench_172,qwen3-4b,helpful,0
14573,IFBench_173,qwen3-4b,helpful,0
14574,IFBench_174,qwen3-4b,helpful,1
14575,IFBench_175,qwen3-4b,helpful,0
14576,IFBench_176,qwen3-4b,helpful,0
14577,IFBench_177,qwen3-4b,helpful,1
14578,IFBench_178,qwen3-4b,helpful,0
14579,IFBench_179,qwen3-4b,helpful,0
14580,IFBench_180,qwen3-4b,helpful,0
14581,IFBench_181,qwen3-4b,helpful,0
14582,IFBench_182,qwen3-4b,helpful,0
14583,IFBench_183,qwen3-4b,helpful,0
14584,IFBench_184,qwen3-4b,helpful,0
14585,IFBench_185,qwen3-4b,helpful,0
14586,IFBench_186,qwen3-4b,helpful,0
14587,IFBench_187,qwen3-4b,helpful,0
14588,IFBench_188,qwen3-4b,helpful,0
14589,IFBench_189,qwen3-4b,helpful,0
14590,IFBench_190,qwen3-4b,helpful,0
14591,IFBench_191,qwen3-4b,helpful,0
14592,IFBench_192,qwen3-4b,helpful,0
14593,IFBench_193,qwen3-4b,helpful,0
14594,IFBench_194,qwen3-4b,helpful,0
14595,IFBench_195,qwen3-4b,helpful,0
14596,IFBench_196,qwen3-4b,helpful,0
14597,IFBench_197,qwen3-4b,helpful,0
14598,IFBench_198,qwen3-4b,helpful,0
14599,IFBench_199,qwen3-4b,helpful,0
14600,IFBench_200,qwen3-4b,helpful,0
14601,IFBench_201,qwen3-4b,helpful,0
14602,IFBench_202,qwen3-4b,helpful,0
14603,IFBench_203,qwen3-4b,helpful,0
14604,IFBench_204,qwen3-4b,helpful,0
14605,IFBench_205,qwen3-4b,helpful,0
14606,IFBench_206,qwen3-4b,helpful,0
14607,IFBench_207,qwen3-4b,helpful,0
14608,IFBench_208,qwen3-4b,helpful,0
14609,IFBench_209,qwen3-4b,helpful,0
14610,IFBench_210,qwen3-4b,helpful,0
14611,IFBench_211,qwen3-4b,helpful,0
14612,IFBench_212,qwen3-4b,helpful,0
14613,IFBench_213,qwen3-4b,helpful,0
14614,IFBench_214,qwen3-4b,helpful,0
14615,IFBench_215,qwen3-4b,helpful,0
14616,IFBench_216,qwen3-4b,helpful,0
14617,IFBench_217,qwen3-4b,helpful,0
14618,IFBench_218,qwen3-4b,helpful,0
14619,IFBench_219,qwen3-4b,helpful,0
14620,IFBench_220,qwen3-4b,helpful,0
14621,IFBench_221,qwen3-4b,helpful,0
14622,IFBench_222,qwen3-4b,helpful,0
14623,IFBench_223,qwen3-4b,helpful,0
14624,IFBench_224,qwen3-4b,helpful,0
14625,IFBench_225,qwen3-4b,helpful,0
14626,IFBench_226,qwen3-4b,helpful,0
14627,IFBench_227,qwen3-4b,helpful,0
14628,IFBench_228,qwen3-4b,helpful,0
14629,IFBench_229,qwen3-4b,helpful,0
14630,IFBench_230,qwen3-4b,helpful,0
14631,IFBench_231,qwen3-4b,helpful,0
14632,IFBench_232,qwen3-4b,helpful,0
14633,IFBench_233,qwen3-4b,helpful,0
14634,IFBench_234,qwen3-4b,helpful,1
14635,IFBench_235,qwen3-4b,helpful,1
14636,IFBench_236,qwen3-4b,helpful,1
14637,IFBench_237,qwen3-4b,helpful,1
14638,IFBench_238,qwen3-4b,helpful,1
14639,IFBench_239,qwen3-4b,helpful,1
14640,IFBench_240,qwen3-4b,helpful,1
14641,IFBench_241,qwen3-4b,helpful,0
14642,IFBench_242,qwen3-4b,helpful,0
14643,IFBench_243,qwen3-4b,helpful,0
14644,IFBench_244,qwen3-4b,helpful,0
14645,IFBench_245,qwen3-4b,helpful,0
14646,IFBench_246,qwen3-4b,helpful,0
14647,IFBench_247,qwen3-4b,helpful,0
14648,IFBench_248,qwen3-4b,helpful,0
14649,IFBench_249,qwen3-4b,helpful,0
14650,IFBench_250,qwen3-4b,helpful,0
14651,IFBench_251,qwen3-4b,helpful,0
14652,IFBench_252,qwen3-4b,helpful,0
14653,IFBench_253,qwen3-4b,helpful,0
14654,IFBench_254,qwen3-4b,helpful,0
14655,IFBench_255,qwen3-4b,helpful,0
14656,IFBench_256,qwen3-4b,helpful,0
14657,IFBench_257,qwen3-4b,helpful,0
14658,IFBench_258,qwen3-4b,helpful,0
14659,IFBench_259,qwen3-4b,helpful,0
14660,IFBench_260,qwen3-4b,helpful,0
14661,IFBench_261,qwen3-4b,helpful,0
14662,IFBench_262,qwen3-4b,helpful,0
14663,IFBench_263,qwen3-4b,helpful,0
14664,IFBench_264,qwen3-4b,helpful,0
14665,IFBench_265,qwen3-4b,helpful,1
14666,IFBench_266,qwen3-4b,helpful,0
14667,IFBench_267,qwen3-4b,helpful,0
14668,IFBench_268,qwen3-4b,helpful,0
14669,IFBench_269,qwen3-4b,helpful,1
14670,IFBench_270,qwen3-4b,helpful,0
14671,IFBench_271,qwen3-4b,helpful,0
14672,IFBench_272,qwen3-4b,helpful,0
14673,IFBench_273,qwen3-4b,helpful,0
14674,IFBench_274,qwen3-4b,helpful,0
14675,IFBench_275,qwen3-4b,helpful,0
14676,IFBench_276,qwen3-4b,helpful,0
14677,IFBench_277,qwen3-4b,helpful,0
14678,IFBench_278,qwen3-4b,helpful,0
14679,IFBench_279,qwen3-4b,helpful,0
14680,IFBench_280,qwen3-4b,helpful,0
14681,IFBench_281,qwen3-4b,helpful,0
14682,IFBench_282,qwen3-4b,helpful,0
14683,IFBench_283,qwen3-4b,helpful,1
14684,IFBench_284,qwen3-4b,helpful,0
14685,IFBench_285,qwen3-4b,helpful,0
14686,IFBench_286,qwen3-4b,helpful,0
14687,IFBench_287,qwen3-4b,helpful,0
14688,IFBench_288,qwen3-4b,helpful,0
14689,IFBench_289,qwen3-4b,helpful,0
14690,IFBench_290,qwen3-4b,helpful,0
14691,IFBench_291,qwen3-4b,helpful,0
14692,IFBench_292,qwen3-4b,helpful,1
14693,IFBench_293,qwen3-4b,helpful,1
14694,IFBench_294,qwen3-4b,helpful,0
14695,IFBench_295,qwen3-4b,helpful,1
14696,IFBench_296,qwen3-4b,helpful,0
14697,IFBench_297,qwen3-4b,helpful,0
14698,IFBench_298,qwen3-4b,helpful,0
14699,IFBench_299,qwen3-4b,helpful,0
14700,IFBench_0,qwen3-0-6b,expert_teacher,0
14701,IFBench_1,qwen3-0-6b,expert_teacher,0
14702,IFBench_2,qwen3-0-6b,expert_teacher,0
14703,IFBench_3,qwen3-0-6b,expert_teacher,0
14704,IFBench_4,qwen3-0-6b,expert_teacher,0
14705,IFBench_5,qwen3-0-6b,expert_teacher,1
14706,IFBench_6,qwen3-0-6b,expert_teacher,1
14707,IFBench_7,qwen3-0-6b,expert_teacher,1
14708,IFBench_8,qwen3-0-6b,expert_teacher,1
14709,IFBench_9,qwen3-0-6b,expert_teacher,0
14710,IFBench_10,qwen3-0-6b,expert_teacher,0
14711,IFBench_11,qwen3-0-6b,expert_teacher,0
14712,IFBench_12,qwen3-0-6b,expert_teacher,0
14713,IFBench_13,qwen3-0-6b,expert_teacher,0
14714,IFBench_14,qwen3-0-6b,expert_teacher,0
14715,IFBench_15,qwen3-0-6b,expert_teacher,0
14716,IFBench_16,qwen3-0-6b,expert_teacher,0
14717,IFBench_17,qwen3-0-6b,expert_teacher,0
14718,IFBench_18,qwen3-0-6b,expert_teacher,0
14719,IFBench_19,qwen3-0-6b,expert_teacher,0
14720,IFBench_20,qwen3-0-6b,expert_teacher,0
14721,IFBench_21,qwen3-0-6b,expert_teacher,0
14722,IFBench_22,qwen3-0-6b,expert_teacher,0
14723,IFBench_23,qwen3-0-6b,expert_teacher,1
14724,IFBench_24,qwen3-0-6b,expert_teacher,0
14725,IFBench_25,qwen3-0-6b,expert_teacher,1
14726,IFBench_26,qwen3-0-6b,expert_teacher,1
14727,IFBench_27,qwen3-0-6b,expert_teacher,0
14728,IFBench_28,qwen3-0-6b,expert_teacher,1
14729,IFBench_29,qwen3-0-6b,expert_teacher,0
14730,IFBench_30,qwen3-0-6b,expert_teacher,1
14731,IFBench_31,qwen3-0-6b,expert_teacher,1
14732,IFBench_32,qwen3-0-6b,expert_teacher,1
14733,IFBench_33,qwen3-0-6b,expert_teacher,1
14734,IFBench_34,qwen3-0-6b,expert_teacher,1
14735,IFBench_35,qwen3-0-6b,expert_teacher,0
14736,IFBench_36,qwen3-0-6b,expert_teacher,0
14737,IFBench_37,qwen3-0-6b,expert_teacher,0
14738,IFBench_38,qwen3-0-6b,expert_teacher,0
14739,IFBench_39,qwen3-0-6b,expert_teacher,0
14740,IFBench_40,qwen3-0-6b,expert_teacher,0
14741,IFBench_41,qwen3-0-6b,expert_teacher,0
14742,IFBench_42,qwen3-0-6b,expert_teacher,0
14743,IFBench_43,qwen3-0-6b,expert_teacher,0
14744,IFBench_44,qwen3-0-6b,expert_teacher,0
14745,IFBench_45,qwen3-0-6b,expert_teacher,0
14746,IFBench_46,qwen3-0-6b,expert_teacher,0
14747,IFBench_47,qwen3-0-6b,expert_teacher,0
14748,IFBench_48,qwen3-0-6b,expert_teacher,0
14749,IFBench_49,qwen3-0-6b,expert_teacher,0
14750,IFBench_50,qwen3-0-6b,expert_teacher,0
14751,IFBench_51,qwen3-0-6b,expert_teacher,0
14752,IFBench_52,qwen3-0-6b,expert_teacher,1
14753,IFBench_53,qwen3-0-6b,expert_teacher,1
14754,IFBench_54,qwen3-0-6b,expert_teacher,1
14755,IFBench_55,qwen3-0-6b,expert_teacher,1
14756,IFBench_56,qwen3-0-6b,expert_teacher,1
14757,IFBench_57,qwen3-0-6b,expert_teacher,1
14758,IFBench_58,qwen3-0-6b,expert_teacher,1
14759,IFBench_59,qwen3-0-6b,expert_teacher,1
14760,IFBench_60,qwen3-0-6b,expert_teacher,0
14761,IFBench_61,qwen3-0-6b,expert_teacher,0
14762,IFBench_62,qwen3-0-6b,expert_teacher,0
14763,IFBench_63,qwen3-0-6b,expert_teacher,0
14764,IFBench_64,qwen3-0-6b,expert_teacher,0
14765,IFBench_65,qwen3-0-6b,expert_teacher,0
14766,IFBench_66,qwen3-0-6b,expert_teacher,0
14767,IFBench_67,qwen3-0-6b,expert_teacher,0
14768,IFBench_68,qwen3-0-6b,expert_teacher,0
14769,IFBench_69,qwen3-0-6b,expert_teacher,0
14770,IFBench_70,qwen3-0-6b,expert_teacher,0
14771,IFBench_71,qwen3-0-6b,expert_teacher,0
14772,IFBench_72,qwen3-0-6b,expert_teacher,0
14773,IFBench_73,qwen3-0-6b,expert_teacher,0
14774,IFBench_74,qwen3-0-6b,expert_teacher,0
14775,IFBench_75,qwen3-0-6b,expert_teacher,0
14776,IFBench_76,qwen3-0-6b,expert_teacher,0
14777,IFBench_77,qwen3-0-6b,expert_teacher,0
14778,IFBench_78,qwen3-0-6b,expert_teacher,0
14779,IFBench_79,qwen3-0-6b,expert_teacher,0
14780,IFBench_80,qwen3-0-6b,expert_teacher,0
14781,IFBench_81,qwen3-0-6b,expert_teacher,0
14782,IFBench_82,qwen3-0-6b,expert_teacher,0
14783,IFBench_83,qwen3-0-6b,expert_teacher,1
14784,IFBench_84,qwen3-0-6b,expert_teacher,1
14785,IFBench_85,qwen3-0-6b,expert_teacher,1
14786,IFBench_86,qwen3-0-6b,expert_teacher,1
14787,IFBench_87,qwen3-0-6b,expert_teacher,0
14788,IFBench_88,qwen3-0-6b,expert_teacher,0
14789,IFBench_89,qwen3-0-6b,expert_teacher,0
14790,IFBench_90,qwen3-0-6b,expert_teacher,0
14791,IFBench_91,qwen3-0-6b,expert_teacher,0
14792,IFBench_92,qwen3-0-6b,expert_teacher,0
14793,IFBench_93,qwen3-0-6b,expert_teacher,0
14794,IFBench_94,qwen3-0-6b,expert_teacher,0
14795,IFBench_95,qwen3-0-6b,expert_teacher,0
14796,IFBench_96,qwen3-0-6b,expert_teacher,0
14797,IFBench_97,qwen3-0-6b,expert_teacher,0
14798,IFBench_98,qwen3-0-6b,expert_teacher,0
14799,IFBench_99,qwen3-0-6b,expert_teacher,0
14800,IFBench_100,qwen3-0-6b,expert_teacher,0
14801,IFBench_101,qwen3-0-6b,expert_teacher,0
14802,IFBench_102,qwen3-0-6b,expert_teacher,0
14803,IFBench_103,qwen3-0-6b,expert_teacher,0
14804,IFBench_104,qwen3-0-6b,expert_teacher,0
14805,IFBench_105,qwen3-0-6b,expert_teacher,0
14806,IFBench_106,qwen3-0-6b,expert_teacher,0
14807,IFBench_107,qwen3-0-6b,expert_teacher,0
14808,IFBench_108,qwen3-0-6b,expert_teacher,0
14809,IFBench_109,qwen3-0-6b,expert_teacher,0
14810,IFBench_110,qwen3-0-6b,expert_teacher,0
14811,IFBench_111,qwen3-0-6b,expert_teacher,0
14812,IFBench_112,qwen3-0-6b,expert_teacher,0
14813,IFBench_113,qwen3-0-6b,expert_teacher,0
14814,IFBench_114,qwen3-0-6b,expert_teacher,1
14815,IFBench_115,qwen3-0-6b,expert_teacher,1
14816,IFBench_116,qwen3-0-6b,expert_teacher,1
14817,IFBench_117,qwen3-0-6b,expert_teacher,1
14818,IFBench_118,qwen3-0-6b,expert_teacher,0
14819,IFBench_119,qwen3-0-6b,expert_teacher,0
14820,IFBench_120,qwen3-0-6b,expert_teacher,0
14821,IFBench_121,qwen3-0-6b,expert_teacher,0
14822,IFBench_122,qwen3-0-6b,expert_teacher,0
14823,IFBench_123,qwen3-0-6b,expert_teacher,0
14824,IFBench_124,qwen3-0-6b,expert_teacher,0
14825,IFBench_125,qwen3-0-6b,expert_teacher,0
14826,IFBench_126,qwen3-0-6b,expert_teacher,1
14827,IFBench_127,qwen3-0-6b,expert_teacher,1
14828,IFBench_128,qwen3-0-6b,expert_teacher,1
14829,IFBench_129,qwen3-0-6b,expert_teacher,1
14830,IFBench_130,qwen3-0-6b,expert_teacher,1
14831,IFBench_131,qwen3-0-6b,expert_teacher,1
14832,IFBench_132,qwen3-0-6b,expert_teacher,1
14833,IFBench_133,qwen3-0-6b,expert_teacher,1
14834,IFBench_134,qwen3-0-6b,expert_teacher,1
14835,IFBench_135,qwen3-0-6b,expert_teacher,0
14836,IFBench_136,qwen3-0-6b,expert_teacher,0
14837,IFBench_137,qwen3-0-6b,expert_teacher,0
14838,IFBench_138,qwen3-0-6b,expert_teacher,0
14839,IFBench_139,qwen3-0-6b,expert_teacher,0
14840,IFBench_140,qwen3-0-6b,expert_teacher,0
14841,IFBench_141,qwen3-0-6b,expert_teacher,0
14842,IFBench_142,qwen3-0-6b,expert_teacher,0
14843,IFBench_143,qwen3-0-6b,expert_teacher,0
14844,IFBench_144,qwen3-0-6b,expert_teacher,0
14845,IFBench_145,qwen3-0-6b,expert_teacher,0
14846,IFBench_146,qwen3-0-6b,expert_teacher,0
14847,IFBench_147,qwen3-0-6b,expert_teacher,0
14848,IFBench_148,qwen3-0-6b,expert_teacher,0
14849,IFBench_149,qwen3-0-6b,expert_teacher,0
14850,IFBench_150,qwen3-0-6b,expert_teacher,0
14851,IFBench_151,qwen3-0-6b,expert_teacher,0
14852,IFBench_152,qwen3-0-6b,expert_teacher,0
14853,IFBench_153,qwen3-0-6b,expert_teacher,0
14854,IFBench_154,qwen3-0-6b,expert_teacher,0
14855,IFBench_155,qwen3-0-6b,expert_teacher,0
14856,IFBench_156,qwen3-0-6b,expert_teacher,0
14857,IFBench_157,qwen3-0-6b,expert_teacher,0
14858,IFBench_158,qwen3-0-6b,expert_teacher,0
14859,IFBench_159,qwen3-0-6b,expert_teacher,0
14860,IFBench_160,qwen3-0-6b,expert_teacher,0
14861,IFBench_161,qwen3-0-6b,expert_teacher,0
14862,IFBench_162,qwen3-0-6b,expert_teacher,0
14863,IFBench_163,qwen3-0-6b,expert_teacher,0
14864,IFBench_164,qwen3-0-6b,expert_teacher,0
14865,IFBench_165,qwen3-0-6b,expert_teacher,0
14866,IFBench_166,qwen3-0-6b,expert_teacher,0
14867,IFBench_167,qwen3-0-6b,expert_teacher,0
14868,IFBench_168,qwen3-0-6b,expert_teacher,0
14869,IFBench_169,qwen3-0-6b,expert_teacher,0
14870,IFBench_170,qwen3-0-6b,expert_teacher,0
14871,IFBench_171,qwen3-0-6b,expert_teacher,0
14872,IFBench_172,qwen3-0-6b,expert_teacher,0
14873,IFBench_173,qwen3-0-6b,expert_teacher,0
14874,IFBench_174,qwen3-0-6b,expert_teacher,1
14875,IFBench_175,qwen3-0-6b,expert_teacher,1
14876,IFBench_176,qwen3-0-6b,expert_teacher,0
14877,IFBench_177,qwen3-0-6b,expert_teacher,1
14878,IFBench_178,qwen3-0-6b,expert_teacher,0
14879,IFBench_179,qwen3-0-6b,expert_teacher,0
14880,IFBench_180,qwen3-0-6b,expert_teacher,0
14881,IFBench_181,qwen3-0-6b,expert_teacher,0
14882,IFBench_182,qwen3-0-6b,expert_teacher,0
14883,IFBench_183,qwen3-0-6b,expert_teacher,0
14884,IFBench_184,qwen3-0-6b,expert_teacher,0
14885,IFBench_185,qwen3-0-6b,expert_teacher,0
14886,IFBench_186,qwen3-0-6b,expert_teacher,0
14887,IFBench_187,qwen3-0-6b,expert_teacher,0
14888,IFBench_188,qwen3-0-6b,expert_teacher,0
14889,IFBench_189,qwen3-0-6b,expert_teacher,0
14890,IFBench_190,qwen3-0-6b,expert_teacher,0
14891,IFBench_191,qwen3-0-6b,expert_teacher,0
14892,IFBench_192,qwen3-0-6b,expert_teacher,0
14893,IFBench_193,qwen3-0-6b,expert_teacher,0
14894,IFBench_194,qwen3-0-6b,expert_teacher,0
14895,IFBench_195,qwen3-0-6b,expert_teacher,0
14896,IFBench_196,qwen3-0-6b,expert_teacher,0
14897,IFBench_197,qwen3-0-6b,expert_teacher,0
14898,IFBench_198,qwen3-0-6b,expert_teacher,0
14899,IFBench_199,qwen3-0-6b,expert_teacher,0
14900,IFBench_200,qwen3-0-6b,expert_teacher,0
14901,IFBench_201,qwen3-0-6b,expert_teacher,0
14902,IFBench_202,qwen3-0-6b,expert_teacher,0
14903,IFBench_203,qwen3-0-6b,expert_teacher,0
14904,IFBench_204,qwen3-0-6b,expert_teacher,0
14905,IFBench_205,qwen3-0-6b,expert_teacher,0
14906,IFBench_206,qwen3-0-6b,expert_teacher,0
14907,IFBench_207,qwen3-0-6b,expert_teacher,0
14908,IFBench_208,qwen3-0-6b,expert_teacher,0
14909,IFBench_209,qwen3-0-6b,expert_teacher,0
14910,IFBench_210,qwen3-0-6b,expert_teacher,0
14911,IFBench_211,qwen3-0-6b,expert_teacher,0
14912,IFBench_212,qwen3-0-6b,expert_teacher,0
14913,IFBench_213,qwen3-0-6b,expert_teacher,0
